"station"	"year"	"lon"	"lat"	"non_NIS_Di"	"overall_Di"	"ratio_NISvsNAT"	"ratio_sp"	"non_NIS_Di_nw"	"overall_Di_nw"	"nbsp"	"sing.sp"	"FRic"	"FEve"	"FDiv"	"FDis"	"RaoQ"	"richness"	"Shannon"	"Simpson"	"Eveness"	"mean_NIS_Di"	"NIS_Di"	"NIS_relab"	"NIS_Di_nw"	"species"	"month"	"depth"	"bot_sal"	"bot_sal_var"	"bot_T"	"bot_T_var"	"bot_oxy"	"bot_oxy_var"
"2200"	"1521"	2010	17.14033	61.39233	0.19436764626357	0.191378625675251	0.18793912050096	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	0.901049471721111	1.71875408613113	3	4	0.167245639310422	0.0650315865480278	0.120642227221725	0.182411563910295	0.182411563910295	0.18793912050096	0.242996384363254	"Marenzelleria"	5	19.5	4.5120719663897	0.389669906731256	7.80164852529108	6.17154667241969	416.359497973348	35.4788012045261
"2201"	"1521"	2011	17.14033	61.39233	0.25407638989731	0.243020986502664	20.7184382341285	16.6666666666667	0.275245820674118	0.280727293173228	6	6	0.817497175653862	0.86903866926341	NA	2.19936922738195	5	6	0.812429088633719	0.44010110042598	0.453425307685824	0.187743969529437	0.187743969529437	20.7184382341285	0.30813465566878	"Marenzelleria"	5	19.5	4.88082254912668	0.275089723786972	8.70809284615586	6.69131639180688	424.644803996764	53.8584349401735
"2202"	"1521"	2012	17.14033	61.39233	0.194560506484658	0.193357952667815	10.3170963700587	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.700857939523527	0.349797579554037	0.435467521989435	0.188547737400444	0.188547737400444	10.3170963700587	0.239983277839047	"Marenzelleria"	5	19.5	5.22709985009704	0.4363923353011	7.05801891794381	5.88141511121876	410.295296148735	31.4385322587415
"2203"	"1521"	2013	17.14033	61.39233	0.258116464813012	0.24691013777489	18.5054279788219	16.6666666666667	0.285574362051285	0.28750087114978	6	6	0.765353220690626	0.871539501128335	0.863479117733537	2.20346342549761	5	6	0.838437705720607	0.4610676368507	0.467940993263919	0.190878502584282	0.190878502584282	18.5054279788219	0.297133416642256	"Marenzelleria"	5	19.5	5.12633449986676	0.262235166617246	6.75482442915872	6.29482203995957	427.038040317163	44.0663181667944
"2204"	"1521"	2014	17.14033	61.39233	0.186039238507997	0.191766781883992	7.3548878052528	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	0.901049471721111	1.71875408613113	3	4	1.00442803293825	0.561145924848673	0.724541671024934	0.208949412011977	0.208949412011977	7.3548878052528	0.242996384363254	"Marenzelleria"	5	19.5	4.88065569105387	0.411891543380264	7.5991648848658	5.76826421700292	416.980009021344	38.2889209308575
"2205"	"1521"	2015	17.14017	61.3925	0.191146040303832	0.191182597211202	1.17611735656762	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.54464495222833	0.25997746700817	0.338406935751012	0.191328824840685	0.191328824840685	1.17611735656762	0.239983277839047	"Marenzelleria"	5	19.5	4.79268547829334	0.32727886452645	7.83253161673596	6.06207870760913	399.739701022844	43.281856707766
"2206"	"1521"	2016	17.14017	61.3925	0.187573986957095	0.191533320986416	0.0948104087909341	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.79334773396309	0.48222296499644	0.492934662364973	0.207370657103701	0.207370657103701	0.0948104087909341	0.239983277839047	"Marenzelleria"	5	19.5	4.51085461421575	0.230507758095336	9.21713023564746	5.49248266782438	413.999720598957	37.7303296201726
"2207"	"1521"	2017	17.14017	61.3925	0.213296959930415	0.214777280344148	3.45131744780543	16.6666666666667	0.234783801798905	0.24032878716244	6	6	0.648913673840193	0.969143168187275	0.858424940215259	2.19740722438682	5	6	1.08912289152268	0.612388275518512	0.607851059379031	0.222178882412813	0.222178882412813	3.45131744780543	0.268053713980111	"Marenzelleria"	5	19.5	4.64032932417473	0.176801056064294	7.49615684490426	6.45711001013333	420.39938299101	49.9821357067054
"2208"	"1521"	2018	17.14017	61.3925	0.186693052910899	0.18988804364853	0.0731475251379418	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.640119512544561	0.429716345487025	0.397728615437206	0.202668006599055	0.202668006599055	0.0731475251379418	0.239983277839047	"Marenzelleria"	5	19.5	4.3467307987619	0.2408628454072	12.0795015512312	6.54817391843884	426.708924630614	43.2044117019694
"2209"	"1521"	2019	17.14017	61.3925	0.187800699944852	0.193315055628125	2.25597783759411	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.80296149743888	0.52327537416587	0.498908029465074	0.21537247836122	0.21537247836122	2.25597783759411	0.239983277839047	"Marenzelleria"	5	19.5	4.54821279877214	0.18600780672175	6.04613911608563	5.62956904661447	419.955707564248	39.1702980619566
"2210"	"1521"	2020	17.14017	61.3925	0.188006674904914	0.193695435731963	2.16807853001971	20	0.205427487013238	0.2123386451784	5	5	1.65958779776387	0.956466098755668	0.937072451636992	1.99208847492998	4	5	0.893269790278067	0.543355646699255	0.555019726686501	0.21645047904016	0.21645047904016	2.16807853001971	0.239983277839047	"Marenzelleria"	5	19.5	5.04231900450673	0.106429612871952	3.76694121525422	4.30490573781776	422.253216495658	10.9367140526724
"2211"	"1522"	2001	17.24517	61.34267	0.218849340960633	0.221563911983664	0.0804861507148233	20	0.260603530933419	0.260785023587806	5	5	1.36848723737224	0.859759517128485	0.837486181143589	1.94219866143014	4	5	0.643607252753852	0.429651173620973	0.399895670271906	0.232422196075791	0.232422196075791	0.0804861507148233	0.261510994205358	"Marenzelleria"	5	37	4.79277116976764	0.177856698976376	6.85126561925815	4.84939253298779	423.997653993275	26.7834929581606
"2212"	"1522"	2002	17.24517	61.34267	0.243894952431248	0.250245211429603	4.99830055637898	20	0.263444642743076	0.266022295427806	5	5	1.31199693305224	0.869465650971579	NA	1.94073255772983	4	5	1.13011443499859	0.603408260900053	0.702179578514722	0.275646247423025	0.275646247423025	4.99830055637898	0.276332906166728	"Marenzelleria"	5	37	4.77497452950866	0.176875183620228	4.71341129189494	4.83437708653699	427.347295725107	23.2764963657985
"2213"	"1522"	2003	17.24517	61.34267	0.23261571536844	0.225364504985501	18.1524036577936	20	0.263444642743076	0.266022295427806	5	5	1.31199693305224	0.869465650971579	0.836733017505944	1.94073255772983	4	5	0.917890395944726	0.528707004516058	0.570317369097213	0.196359663453743	0.196359663453743	18.1524036577936	0.276332906166728	"Marenzelleria"	6	37	4.45418034774967	0.191608233510185	9.59903169947169	5.5241398332171	401.662143075225	29.7762876079002
"2214"	"1522"	2004	17.24517	61.34267	0.197848305477577	0.199415923898602	15.3957527874772	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	0.901049471721111	1.71875408613113	3	4	1.03930945052814	0.547311886052859	0.749703295112987	0.204118779161674	0.204118779161674	15.3957527874772	0.242996384363254	"Marenzelleria"	5	37	4.73037614878743	0.214317391792795	7.55212905496317	5.01632613316917	427.55481725596	31.2275968470962
"2215"	"1522"	2005	17.24517	61.34267	0.243505365683886	0.248816196418266	39.4150828457682	16.6666666666667	0.24983211135844	0.254845300056901	6	6	0.801874777071011	0.878962659868098	NA	2.16806383351188	5	6	1.18001987617097	0.658751879629359	0.658581632432703	0.275370350090167	0.275370350090167	39.4150828457682	0.279911243549207	"Marenzelleria"	5	37	5.02809485174935	0.247984577994404	6.29107675675293	4.69111478880605	428.345989179067	24.4766839036245
"2216"	"1522"	2006	17.24517	61.34267	0.22069501705301	0.217934689613914	7.97279969953185	16.6666666666667	0.234783801798905	0.24032878716244	6	6	0.648913673840193	0.969143168187275	0.858424940215259	2.19740722438682	5	6	0.861780393090864	0.456455144333627	0.480968795137522	0.204133052418436	0.204133052418436	7.97279969953185	0.268053713980111	"Marenzelleria"	5	37	4.68162940291144	0.233978391457889	5.25507822442577	5.36814619447912	430.227858842605	37.5404862225154
"2217"	"1522"	2007	17.24517	61.34267	0.192694503416589	0.194501448089948	8.8280958282408	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	NA	1.71875408613113	3	4	0.915750984985769	0.464994305071416	0.660574702364076	0.199922282110026	0.199922282110026	8.8280958282408	0.242996384363254	"Marenzelleria"	5	37	4.91032684849308	0.145550022283014	5.86886166974367	5.72824531564632	421.93726513645	30.8456399830291
"2218"	"1522"	2008	17.24517	61.34267	0.239462191751742	0.231803095874714	27.9635647925565	16.6666666666667	0.24983211135844	0.254845300056901	6	6	0.801874777071011	0.878962659868098	0.835923499640621	2.16806383351188	5	6	0.918623342767389	0.520634653671153	0.512693449396509	0.193507616489569	0.193507616489569	27.9635647925565	0.279911243549207	"Marenzelleria"	5	37	4.92848717534421	0.139212060599505	8.39438606972733	5.37124269010515	427.787100788081	29.7446738012551
"2219"	"1522"	2009	17.24517	61.34267	0.300954486948998	0.28200166803345	46.9646980704455	16.6666666666667	0.297465395597656	0.303751084053966	6	6	0.926878025066206	0.918904100486417	0.887447229765599	2.21388663273997	5	6	0.815314791935433	0.521592213200835	0.455035849363584	0.187237573455711	0.187237573455711	46.9646980704455	0.335179526335515	"Marenzelleria"	5	37	4.86611817843248	0.20848879336552	7.14023332480889	5.22005307056673	431.473652381915	31.1155085693368
"2220"	"1522"	2010	17.24517	61.34267	0.191005236011184	0.198401863496358	3.94621003440365	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	0.864235016508923	1.71875408613113	3	4	1.06858368358469	0.59115582430372	0.770820190541243	0.220591745951882	0.220591745951882	3.94621003440365	0.242996384363254	"Marenzelleria"	5	37	4.62464764264583	0.320418819194768	4.35930555292524	5.48542868821762	418.437803300256	32.1475107217726
"2222"	"1522"	2012	17.24517	61.34267	0.260509493642146	0.261658458006527	67.9732262849649	16.6666666666667	0.24983211135844	0.254845300056901	6	6	0.801874777071011	0.878962659868098	0.876621405106901	2.16806383351188	5	6	0.890356476713986	0.488912755068755	0.496917411072804	0.267403279828428	0.267403279828428	67.9732262849649	0.279911243549207	"Marenzelleria"	5	37	5.23957838984307	0.31673915602688	4.94616170654477	4.47767374355645	421.033423541697	24.0115164571217
"2223"	"1522"	2013	17.24517	61.34267	0.212664437796536	0.225639495367316	41.5474934296082	25	0.201849464621082	0.212136194556625	4	4	2.11874691174557	0.935761706196569	0.901049471721111	1.71875408613113	3	4	1.08453675802357	0.633654904567491	0.782327901231199	0.264564668079656	0.264564668079656	41.5474934296082	0.242996384363254	"Marenzelleria"	5	37	5.19348191817003	0.225489233306013	4.60025229099473	4.5650569940074	428.76021766413	31.7107360489565
"2224"	"1522"	2014	17.24517	61.34267	0.305943945466859	0.298234332749602	66.3960976522914	20	0.300727152191927	0.305917513052389	5	5	1.79077051718109	0.94439834285699	0.920552727042329	1.99179882813182	4	5	0.731581665778399	0.460699053073839	0.454557246431433	0.267395881880571	0.267395881880571	66.3960976522914	0.326678956494236	"Marenzelleria"	5	37	4.93057116326747	0.358238302947007	6.06184573841421	4.5885196921791	421.08712046048	30.3671001788623
"2230"	"1523"	2003	17.13017	61.415	0.229926334109839	0.236713019137247	1.07666129040595	25	0.244484028454978	0.257496213204306	8	8	0.163546716507405	0.9175064826576	0.852456095723126	2.59867407793095	7	8	0.643517741140971	0.281219078193029	0.309466617956049	0.257073074219469	0.205088364870048	0.993543094574691	0.295538882992318	"Marenzelleria"	6	10.1	3.84166817510038	0.298892757859606	13.306529302818	6.90486228167672	381.625105988426	36.6971413336254
"2233"	"1523"	2004	17.13017	61.415	0.236515473873658	0.243693112127878	11.2892145051244	28.5714285714286	0.251092055134257	0.264855240168097	7	7	0.316874840357848	0.908221608784808	0.865114863151237	2.41369784509723	6	7	0.637605281447043	0.326045255428867	0.327664297221834	0.261637207763428	0.201236028410953	11.1703583879761	0.295757931311184	"Marenzelleria"	5	10.1	4.70121286303482	0.235811103309091	9.41516690160199	6.40077105474005	422.429660788951	37.4219719218786
"2235"	"1523"	2005	17.13017	61.415	0.252062387004582	0.258776824603984	6.9416813016033	25	0.244484028454978	0.257496213204306	8	8	0.163546716507405	0.9175064826576	0.852456095723126	2.59867407793095	7	8	0.900507851214261	0.478698780317593	0.433052737076131	0.278920137402191	0.244326600604924	6.86343492166947	0.295538882992318	"Marenzelleria"	5	10.1	5.00999698774343	0.318319954658182	8.09008353414114	5.98461762888093	425.212622776081	33.0416710473676
"2236"	"1523"	2006	17.13017	61.415	0.224438417879045	0.232043141152489	3.70339052586719	25	0.244484028454978	0.257496213204306	8	8	0.163546716507405	0.9175064826576	0.852456095723126	2.59867407793095	7	8	0.585375752694474	0.255231159450152	0.281506231822988	0.25485731097282	0.196262417349735	3.59159113429598	0.295538882992318	"Marenzelleria"	6	10.1	4.34216183370815	0.282073434750578	10.6187802987123	6.34083438575938	411.206706393423	45.5746382419572
"2238"	"1523"	2007	17.13017	61.415	0.281903071234753	0.280230841400953	1.17546528896761	33.3333333333333	0.264621553248798	0.27562771202528	6	6	0.798601937284693	0.920866112080299	0.883657191758012	2.20861898492054	5	6	0.672908926188441	0.402751650234668	0.375557622406958	0.276886381733353	0.245689225983647	0.970074665674909	0.300441513936259	"Marenzelleria"	5	10.1	4.77385650199756	0.171706842393597	6.83997250450087	6.46911027730691	420.122696515	36.4492989617962
"2240"	"1523"	2008	17.13017	61.415	0.251684551278389	0.237825394208514	0.629593480777671	20	0.263444642743076	0.266022295427806	5	5	1.31199693305224	0.869465650971579	0.836733017505944	1.94073255772983	4	5	0.127009602118853	0.042661627316478	0.07891550282096	0.182388765929014	0.182388765929014	0.629593480777671	0.276332906166728	"Marenzelleria"	5	10.1	4.77676635980335	0.157677460824088	9.10141101971671	6.40830212674571	425.361228639282	37.4209928994955
"2244"	"1524"	2002	17.14783	61.41033	0.261033610609793	0.261525491918122	0.122910806168018	20	0.294142529274366	0.299773651738172	5	5	1.93374823893452	0.956071926748619	0.918767838679589	1.98820785102885	4	5	0.187882106431122	0.0833923614765271	0.116737716304303	0.26349301715144	0.26349301715144	0.122910806168018	0.322298141593397	"Marenzelleria"	5	17.5	4.61720470383672	0.325228177066805	8.5103895573863	7.00775081094247	422.604795254345	32.2722503012714
"2245"	"1524"	2003	17.14783	61.41033	0.256955142899881	0.259046529604221	6.08163437467385	25	0.287532604894944	0.292847817623923	4	4	2.26057566829243	0.932867973226146	0.892350314430034	1.71365116995074	3	4	0.432713729709188	0.203967184689647	0.312136975988006	0.265320689717239	0.265320689717239	6.08163437467385	0.308793455810859	"Marenzelleria"	6	17.5	3.84724930252144	0.297263698370088	13.2182018140735	6.84503511926626	383.494354129094	35.4952778432851
"2246"	"1524"	2004	17.14783	61.41033	0.351010666475839	0.361120587126959	77.9068928437488	25	0.325695469946361	0.333229721462307	4	4	2.45697191300213	0.957906268332695	0.939381515497184	1.72725962454153	3	4	0.71166394509789	0.367851401902853	0.5133570221861	0.391450349080321	0.391450349080321	77.9068928437488	0.355832476010146	"Marenzelleria"	5	17.5	4.67924982800467	0.233630873790233	9.10476817620603	6.33519693925478	423.448069416831	36.8299595415475
"2247"	"1524"	2005	17.14783	61.41033	0.3487108604923	0.339519827340845	86.6945505782861	25	0.325695469946361	0.333229721462307	4	4	2.45697191300213	0.957906268332695	0.939381515497184	1.72725962454153	3	4	0.515395073977076	0.240311443811179	0.371778958662664	0.31194672788648	0.31194672788648	86.6945505782861	0.355832476010146	"Marenzelleria"	5	17.5	4.9948101792801	0.315369657544088	7.82914116919804	5.9232015195607	426.564623970511	32.3275450525747
"2248"	"1524"	2006	17.14783	61.41033	0.27718724089857	0.275941004123927	39.7914707770126	25	0.287532604894944	0.292847817623923	4	4	2.26057566829243	0.932867973226146	0.892350314430034	1.71365116995074	3	4	0.863767299803149	0.539839914705782	0.623076399954027	0.2722022938	0.2722022938	39.7914707770126	0.308793455810859	"Marenzelleria"	6	17.5	4.35463009352797	0.278405101672937	10.4313599935367	6.30694824381484	411.739346688751	44.1097906708398
"2249"	"1524"	2007	17.14783	61.41033	0.289542583598089	0.289714903047666	68.5329303985297	16.6666666666667	0.285574362051285	0.28750087114978	6	6	0.765353220690626	0.871539501128335	0.863479117733537	2.20346342549761	5	6	1.05351728687344	0.500236335857378	0.587979193059504	0.290576500295551	0.290576500295551	68.5329303985297	0.297133416642256	"Marenzelleria"	5	17.5	4.77229563776751	0.170601399824928	6.85150587570501	6.40666040167213	420.719730550773	35.2559375485188
"2250"	"1524"	2008	17.14783	61.41033	0.256161376154956	0.274747394171816	0.232178584498841	25	0.272746878251411	0.287031908875665	4	4	2.17089645504305	0.854120073449754	0.84841778256125	1.7047964159754	3	4	0.846276039578319	0.498527903505207	0.610459122761396	0.330505448222398	0.330505448222398	0.232178584498841	0.329887000748425	"Marenzelleria"	5	17.5	4.76723133447463	0.159737657513826	8.93193319336804	6.34823445380439	425.658921415035	36.4640253322524
"2251"	"1524"	2010	17.14783	61.41033	0.274938336372587	0.322722071340686	1.69774892105454	33.3333333333333	0.305666039076088	0.319683427578417	3	3	2.46091395142258	0.984258202591034	0.898761282771057	1.40415621893819	2	3	0.438942722862932	0.231655752103754	0.399542884592233	0.418289541276883	0.418289541276883	1.69774892105454	0.347718204583076	"Marenzelleria"	5	17.5	4.51843790517762	0.39098878883869	7.69846029010429	6.11454914693616	416.678891587224	35.2160550286047
"2256"	"1525"	2000	17.233	61.291	0.220997030866666	0.222535858539446	3.78464802885417	20	0.263444642743076	0.266022295427806	5	5	1.31199693305224	0.869465650971579	0.836733017505944	1.94073255772983	4	5	0.905796233174831	0.534009469654164	0.562802843264026	0.228691169230563	0.228691169230563	3.78464802885417	0.276332906166728	"Marenzelleria"	5	20.5	4.83931105070585	0.48576575511312	8.13291121691263	5.72241276064522	431.566900751717	46.0598353925569
"2257"	"1525"	2001	17.233	61.291	0.238879414336827	0.238600183032515	1.42516965651629	16.6666666666667	0.27930957992054	0.280834762571167	6	6	0.676235576237932	0.889131224513821	0.865326028167924	2.2031531841099	5	6	0.676480954707516	0.398084708083867	0.377551209481798	0.23720402651096	0.23720402651096	1.42516965651629	0.288460675824301	"Marenzelleria"	5	20.5	4.56725199367426	0.278209586063233	7.04224899727857	5.85499784675535	423.858296784842	38.0016638943272
"2258"	"1525"	2002	17.233	61.291	0.229033283188796	0.232414837220948	8.363739602256	20	0.260603530933419	0.260785023587806	5	5	1.36848723737224	0.859759517128485	0.837486181143589	1.94219866143014	4	5	0.718177400414283	0.364272446253835	0.446228708088601	0.245941053349558	0.245941053349558	8.363739602256	0.261510994205358	"Marenzelleria"	5	20.5	4.38084330471236	0.327815017919399	6.72176644225187	6.68609560662447	420.824332859788	42.7779632544353
"2259"	"1525"	2003	17.233	61.291	0.211575667047035	0.203706427160906	73.1053091658052	25	0.207559847222759	0.211145595273491	4	4	2.52762684073137	0.959063254043012	0.943883385329113	1.72790511482176	3	4	0.611098511950542	0.396321011619659	0.440814396342836	0.180098707502517	0.180098707502517	73.1053091658052	0.221902839425688	"Marenzelleria"	6	20.5	3.88988551505158	0.286273314944767	13.6438231770496	6.6814977890204	370.362217481649	44.3067564205902
"2260"	"1525"	2004	17.233	61.291	0.268769263667749	0.246906587240497	61.8914709255006	25	0.291733941860035	0.289593649885911	4	4	1.70274559106521	0.781478158613506	0.803114041856436	1.66599589029292	3	4	0.687369692391344	0.474605093196548	0.495832423235182	0.181318557958739	0.181318557958739	61.8914709255006	0.283172773963537	"Marenzelleria"	5	20.5	4.53048835688411	0.258053991785135	7.87316745475031	6.10307629342269	423.409950013109	43.1949098005274
"2261"	"1525"	2005	17.233	61.291	0.31823116967533	0.313008443165774	84.9177553586634	20	0.312299518352747	0.314761683997041	5	5	1.79529012791649	0.91663045883506	0.882063478860477	1.98769638098082	4	5	0.534598649691012	0.264962373628286	0.332164817021422	0.292117537127547	0.292117537127547	84.9177553586634	0.324610346574216	"Marenzelleria"	5	20.5	4.87876679834604	0.274506323748096	7.35280791409619	5.82377194577276	425.116147005423	40.3789807037603
"2262"	"1525"	2006	17.233	61.291	0.246870720337113	0.241992456227532	63.106816571433	16.6666666666667	0.241297823914331	0.245481324269292	6	6	0.90914603300251	0.919599742658934	0.856673746614366	2.18964291914905	5	6	0.951894414673367	0.529863453365431	0.531262388183986	0.217601135679627	0.217601135679627	63.106816571433	0.266398826044095	"Marenzelleria"	5	20.5	4.35533101854409	0.241093922020209	6.96502114250053	6.14077832133539	425.068424334892	49.573727561326
"2263"	"1525"	2007	17.233	61.291	0.208220612834812	0.201525000790937	64.2929288423078	25	0.207559847222759	0.211145595273491	4	4	2.52762684073137	0.959063254043012	0.943883385329113	1.72790511482176	3	4	0.706878542890964	0.467339561484629	0.509905084169805	0.181438164659312	0.181438164659312	64.2929288423078	0.221902839425688	"Marenzelleria"	5	20.5	4.61952546185837	0.226637787230785	6.72690799785286	6.20874654389264	412.724039813527	41.0757976514097
"2264"	"1525"	2008	17.233	61.291	0.297976039023272	0.262932699399438	10.4977290407544	33.3333333333333	0.314922623038817	0.303162867988995	3	3	1.91482887212982	0.664774267976946	0.820142617439067	1.37731483542692	2	3	0.560565476429061	0.290828307925244	0.510248685738493	0.192846020151771	0.192846020151771	10.4977290407544	0.279643357889352	"Marenzelleria"	5	20.5	4.76302997429385	0.261402877277018	8.87513636478211	6.24876605459186	426.06613945818	47.1293340974555
"2265"	"1525"	2009	17.233	61.291	0.344815694373139	0.296473547252101	1.0960998662565	33.3333333333333	0.33215944594781	0.324535357902571	3	3	1.84629029731933	0.651998730194305	0.814351903076102	1.37384702073379	2	3	0.335939993316971	0.165573162822427	0.305785759709865	0.199789253010023	0.199789253010023	1.0960998662565	0.309287181812093	"Marenzelleria"	5	20.5	4.6637291424419	0.288942675586123	7.72885095473364	5.86541741610318	433.457203009559	38.8329740537567
"2266"	"1525"	2010	17.233	61.291	0.255795209952704	0.247023649082825	4.14926286643624	25	0.272680294071744	0.277375859420516	4	4	1.67153748944426	0.826491338254921	0.837752918440121	1.68618093223321	3	4	0.914220342127353	0.479127888057953	0.659470576933472	0.220708966473188	0.220708966473188	4.14926286643624	0.291462555466829	"Marenzelleria"	5	20.5	4.31442603274854	0.329443384384985	5.65130095618042	6.07498560755038	409.007622898238	38.5199599540042
"2267"	"1525"	2011	17.233	61.291	0.260335462631858	0.2453864131241	21.9543490112543	25	0.272680294071744	0.277375859420516	4	4	1.67153748944426	0.826491338254921	0.837752918440121	1.68618093223321	3	4	0.830737225885565	0.457147649632093	0.59925023803348	0.200539264600827	0.200539264600827	21.9543490112543	0.291462555466829	"Marenzelleria"	5	20.5	4.85186873410491	0.34080789166052	8.0854207330061	6.53938093962205	425.27054862918	55.9759997402788
"2268"	"1525"	2013	17.233	61.291	0.270897912998997	0.272297161556271	9.49693268560966	33.3333333333333	0.305666039076088	0.319683427578417	3	3	2.46091395142258	0.984258202591034	0.898761282771057	1.40415621893819	2	3	0.61772914827522	0.325722042620439	0.562281302190891	0.275095658670821	0.275095658670821	9.49693268560966	0.347718204583076	"Marenzelleria"	5	20.5	5.00430281224702	0.250694828758889	5.80838851996271	6.09656288220785	431.239396726417	40.6277228519947
"2269"	"1525"	2014	17.233	61.291	0.255993312157887	0.261172902804898	37.4680754439594	20	0.256590424259353	0.263702952381463	5	5	1.26744525505451	0.862195254730009	0.831111039960765	1.9465557179069	4	5	1.09412698384313	0.605047351511674	0.679819317906079	0.281891265392944	0.281891265392944	37.4680754439594	0.292153064869903	"Marenzelleria"	5	20.5	4.90329794083974	0.398289385871915	7.68483707782663	5.51686434792607	418.777459420373	34.8744553104737
"2270"	"1526"	2003	17.10783	61.409	0.279384189486401	0.255373747622852	0.735788667886315	25	0.291733941860035	0.289593649885911	4	4	1.70274559106521	0.781478158613506	0.803114041856436	1.66599589029292	3	4	0.15394957741096	0.0544733569575855	0.111051145938872	0.183342422032206	0.183342422032206	0.735788667886315	0.283172773963537	"Marenzelleria"	6	18.5	3.83836352825165	0.299434978971657	13.3396263122559	6.92556387152449	380.958724975586	37.0709135481839
"2272"	"1526"	2005	17.10783	61.409	0.290937609287078	0.256672904336426	48.0849968955433	33.3333333333333	0.33215944594781	0.324535357902571	3	3	1.84629029731933	0.651998730194305	0.814351903076102	1.37384702073379	2	3	0.771629553894895	0.517604532966597	0.7023674883797	0.188143494435121	0.188143494435121	48.0849968955433	0.309287181812093	"Marenzelleria"	5	18.5	5.01538801193237	0.319339671345933	8.20363330841064	6.00776435237975	424.961395263672	33.2983034843014
"2273"	"1526"	2006	17.10783	61.409	0.195739877960119	0.19015734814956	44.1403585592039	33.3333333333333	0.201439391248533	0.202608796749149	3	3	2.54205338963506	0.952098991578682	0.942042128788851	1.41039490880464	2	3	0.689854470059338	0.493625023704477	0.627932599311878	0.178992288528443	0.178992288528443	44.1403585592039	0.204947607750381	"Marenzelleria"	6	18.5	4.34263563156128	0.283232443598724	10.6316003799438	6.35383466844226	411.032470703125	46.0302525072892
"2274"	"1526"	2007	17.10783	61.409	0.349722254831832	0.304200780478659	0.908813896223406	33.3333333333333	0.33215944594781	0.324535357902571	3	3	1.84629029731933	0.651998730194305	0.814351903076102	1.37384702073379	2	3	0.436943591156643	0.241895053559622	0.397723196493975	0.213157831772313	0.213157831772313	0.908813896223406	0.309287181812093	"Marenzelleria"	5	18.5	4.77237462997437	0.172096646705934	6.86804580688477	6.49104521620208	419.878875732422	36.8366124723735
"2275"	"1526"	2010	17.10783	61.409	0.314971702874012	0.325545264293124	0.569916936317347	20	0.289089525515472	0.294834112430095	5	5	1.02225470187985	0.861193213938757	0.888245606897474	1.98250325769441	4	5	0.66085706788565	0.414471287217521	0.410613583027987	0.367839509969575	0.367839509969575	0.569916936317347	0.317812460088591	"Marenzelleria"	5	18.5	4.51244401931763	0.392707802071762	8.01286888122559	6.21698011732371	415.638977050781	36.2523258324192
"2276"	"1526"	2011	17.10783	61.409	0.291956323639259	0.327486412590754	0.24397721149347	25	0.287532604894944	0.292847817623923	4	4	2.26057566829243	0.932867973226146	0.892350314430034	1.71365116995074	3	4	0.157605457724205	0.062796897209519	0.113688306137873	0.434076679445241	0.434076679445241	0.24397721149347	0.308793455810859	"Marenzelleria"	5	18.5	4.88282680511475	0.273459908357036	8.76281547546387	6.70899429289457	422.809356689453	54.3947643660112
"2285"	"1527"	2003	17.1045	61.40067	0.227637598923333	0.235252683319419	1.19582921596449	28.5714285714286	0.252973176108944	0.264902283103583	7	7	0.443763078599569	0.92285642185262	0.860704659983725	2.40832501627701	6	7	0.626008917592883	0.335822888223512	0.321704945059664	0.254290394309636	0.203401867426975	0.100799553233735	0.29940536046007	"Marenzelleria"	6	10.5	3.83836352825165	0.299434978971657	13.3396263122559	6.92556387152449	380.958724975586	37.0709135481839
"2286"	"1527"	2004	17.1045	61.40067	0.226352937238937	0.220731108425643	1.7037541363074	12.5	0.25107265531906	0.25652667861921	8	8	0.199519662949323	0.911716176490122	0.852509735555072	2.59483296111107	7	8	0.218462524773586	0.0776519254157201	0.105058267036978	0.18137830673258	0.18137830673258	1.7037541363074	0.294704841720261	"Marenzelleria"	5	10.5	4.70866394042969	0.236615001236818	9.53715229034424	6.42617768806384	422.072418212891	37.6243883991207
"2287"	"1527"	2005	17.1045	61.40067	0.225720460641893	0.230665816015905	0.425206472807829	22.2222222222222	0.251633760491892	0.260237595090675	9	9	0.0290653313933221	0.886927535461037	NA	2.79267206211792	8	9	0.189600352015987	0.0622000069291118	0.0862908388936042	0.247974559824949	0.181937830015181	0.308500112405197	0.307476229632026	"Marenzelleria"	5	10.5	5.01538801193237	0.319339671345933	8.20363330841064	6.00776435237975	424.961395263672	33.2983034843014
